user_input|corrected_input|query_type|action_type|display_entities|filter_entities|business_validation|enhanced_nlp_query_type|enhanced_nlp_action_type
part+BC67890-status|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
contract\|123456\details|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part[AE12345]price|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
contract{123456}info|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part<BC67890>status|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
contract(123456)details|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
123456789012345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
ABC123DEF456GHI|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
contract123part456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
part123contract456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
123contract456part|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
ABCDEFGHIJKLMNOP|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
12345ABCDE67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
contract-123-part-456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
part_ABC_contract_123|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
123.456.789.012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
I need comprehensive detailed information about contract number 123456 including all customer details payment terms incoterms effective dates expiration dates status information and all associated parts with their prices lead times MOQ UOM classifications and any failed parts with error details|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Show me everything you know about part AE12345 including price lead time MOQ UOM status item classification and which contracts it belongs to and if there are any errors or issues with this part in any contract|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What are all the failed parts for contract 123456 and why did they fail and what columns had errors and what were the specific error messages and when did these errors occur during loading|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
contract contract contract 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part part part AE12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
failed failed failed parts 123456|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
show show show details details details|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
what what what is is is the the the price price price|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
123456 123456 123456 contract contract contract|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
AE12345 AE12345 AE12345 part part part|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
contract 123456 details show me please now|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
part AE12345 what is the price tell me|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
failed parts 123456 why did they fail explain|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
contract details 123456 customer name payment terms|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part information AE12345 price lead time MOQ status|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_lead_time_query
contract 123456'; DROP TABLE contracts; --|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part AE12345' OR '1'='1|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
contract 123456 UNION SELECT * FROM users|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
part AE12345'; DELETE FROM parts; --|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
contract 123456' AND 1=1|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
<script>alert('contract')</script>123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
<b>contract</b> 123456 details|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
<contract>123456</contract> information|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
part <strong>AE12345</strong> price|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
<?xml version='1.0'?>contract 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
{'contract': '123456', 'action': 'details'}|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
[contract, 123456, details, show]|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
{"part": "AE12345", "query": "price"}|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
contract:123456,action:details,format:json|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
http://contract/123456/details|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
https://parts.com/AE12345/price|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
ftp://contracts/123456/info|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
contract://123456/details?format=json|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
part://AE12345/price?currency=USD|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Could you please show me the details for contract 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Would you mind telling me the price of part AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
I would appreciate if you could provide contract information for 789012|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
May I please see the failed parts for contract 123456?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Would it be possible to get the customer name for contract 234567?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Hey, what's the deal with contract 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
So, tell me about part AE12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Alright, I need to know about contract 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Look, can you just show me the failed parts for 123456?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Listen, what's the price for part BC67890?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Do you know the effective date for contract 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Can you tell me when contract 456789 expires?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Do you have information about part AE12345?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Is there any data on failed parts for contract 123456?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Are you able to show me contract details for 789012?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
I'm really worried about contract 123456, what's wrong with it?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
I'm frustrated with these failed parts for 123456, why did they fail?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
I'm excited to see the new contract 789012 details!|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
I'm confused about part AE12345, can you help?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
I'm concerned about the status of contract 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
What happened to contract 123456 yesterday?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show me recent failed parts for contract 789012|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What's the latest update on contract 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Give me today's status for part AE12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What changed in contract 123456 this week?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Compare contract 123456 with contract 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
What's the difference between part AE12345 and BC67890?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show me contracts similar to 123456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find parts like AE12345 but cheaper|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which contract is better, 123456 or 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
If contract 123456 is active, show me its details|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show part AE12345 only if it's available|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Display contract 789012 unless it's expired|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Get failed parts for 123456 if any exist|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Show customer info for 234567 when possible|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cómo crear un contrato?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Dime cómo hacer un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Pasos para crear contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Puedes mostrarme cómo hacer un contrato?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es el proceso para crear contratos?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Necesito ayuda creando un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Explícame cómo crear un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Instrucciones para hacer contratos|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Ayuda para crear contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Crear un contrato para mí|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Puedes crear contrato?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Por favor haz un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Generar un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Necesito que crees un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar detalles del contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es la fecha efectiva del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar información del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuándo expira el contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es la fecha de expiración de 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Obtener información del contrato 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es la fecha efectiva de 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar detalles del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es la fecha efectiva de 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Obtener información del contrato 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
fecha efectiva para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar detalles de 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
cuándo termina 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
expiración de 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
información de 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
fecha efectiva de 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
detalles del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
fecha de expiración de 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
fecha de inicio de 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
fecha de comienzo de 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
quién es el cliente del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
nombre del cliente para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué cliente para contrato 345678?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar cliente para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
detalles del cliente para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
quién es el cliente para 678901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
obtener información del cliente para contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
número de cliente para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar número de cliente para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué número de cliente para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
términos de pago para contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
cuáles son los términos de pago para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar términos de pago para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
términos de pago para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué pago para contrato 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
incoterms para contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué incoterm para 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar incoterms para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
duración del contrato para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
cuál es la duración del contrato para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué tipo de contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
tipo de contrato para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar tipo de contrato para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué clase de contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
tipo de contrato 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
estado del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué estado para 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
mostrar estado del contrato para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
está activo 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
estado del contrato para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es el tiempo de entrega para la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar detalles de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el tiempo de entrega para la parte DE23456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar tiempo de entrega para FG78901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es el tiempo de entrega para la parte HI34567?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Obtener información de la parte JK89012|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar información de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué detalles de la parte NO90123?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Obtener datos de la parte PQ56789|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar resumen de la parte RS12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar precio de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el costo de la parte DE23456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Obtener información de precio para FG78901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar precios para la parte HI34567|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el precio de JK89012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Costo de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Detalles de precio para NO90123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar precio de la parte PQ56789|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué precio para RS12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es el MOQ para la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_moq_query
Mostrar pedido mínimo para BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es la cantidad mínima de pedido para DE23456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
MOQ para la parte FG78901|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_moq_query
Cantidad mínima de pedido para HI34567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Qué UOM para la parte JK89012?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_uom_query
Mostrar unidad de medida para LM45678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
UOM para NO90123|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_uom_query
Unidad de medida para PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Qué unidad para la parte RS12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el estado de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar estado de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Estado para la parte DE23456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué estado FG78901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar estado de la parte HI34567|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Está activa la parte JK89012?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Estado de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es el estado de NO90123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar estado para PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Información de estado para RS12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar partes fallidas para 123456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué parte falló para 234567?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Listar partes fallidas para 345678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar parte fallida para 456789|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué partes fallaron en 567890?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Obtener partes fallidas para 678901|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar partes que fallan para 789012|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Listar parte fallida para 890123|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué partes fallidas para 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar todas las partes fallidas para 234567|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Por qué fallaron las partes para 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar razones de error para 234567|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Qué errores para partes fallidas 345678?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Por qué fallaron las partes en 456789?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar razones de falla para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Qué causó que las partes fallaran para 678901?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Detalles de error para partes fallidas 789012|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Por qué fallaron las partes en 890123?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar información de error para 123456|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Qué errores causaron la falla para 234567?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Mostrar detalles del contrato y partes fallidas para 123456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es la fecha efectiva y errores de partes para 234567?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Listar todas las partes e información del cliente para contrato 345678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Mostrar información del contrato y parte fallida para 456789|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Obtener nombre del cliente y errores de partes para 567890|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
háblame sobre el contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
necesito información sobre 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
puedes mostrarme 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué sabes sobre el contrato 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
dame detalles para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
quiero ver 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
por favor muestra 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
puedo obtener información sobre 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
ayúdame con el contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
necesito ayuda con 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
qué pasa con 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
cómo se ve 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
algo malo con 345678?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
está bien 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
problemas con 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
problemas con 678901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
problemas con 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
preocupaciones sobre 890123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
estado de 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
actualización de 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar todos los contratos activos|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuál es el valor total de contratos expirados?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar los 10 mejores clientes por valor de contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Qué partes tienen la tasa de falla más alta?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuáles son las razones de error más comunes?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Podrías por favor mostrarme los detalles del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Te importaría decirme el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Agradecería si pudieras proporcionar información del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Puedo por favor ver las partes fallidas del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Sería posible obtener el nombre del cliente para el contrato 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Oye, cuál es el problema con el contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Entonces, háblame sobre la parte AE12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Bien, necesito saber sobre el contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mira, puedes solo mostrarme las partes fallidas para 123456?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Escucha, cuál es el precio de la parte BC67890?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué pasó con el contrato 123456 ayer?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar partes fallidas recientes para el contrato 789012|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Cuál es la última actualización del contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Dame el estado de hoy para la parte AE12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Qué cambió en el contrato 123456 esta semana?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar detalles del contarto 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cual es el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Informacion del cliente para contrato 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Partes fallidas para contarto 123456|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Estado del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar terminos de pago para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Que tipo de contrato es 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Cuando expira el contarto 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Mostrar cliente para contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Informacion de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Give me a summary of all active contracts|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
What's the total value of expired contracts?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Show me the top 10 customers by contract value|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which parts have the highest failure rate?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What are the most common error reasons?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
Show me contract performance metrics|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the average contract duration?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Which customers have the most contracts?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_list
Show me revenue by contract type|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
What's the contract renewal rate?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
Find all parts with lead time over 30 days|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_lead_time_query
Show contracts expiring in the next 30 days|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
List parts with MOQ greater than 1000|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_moq_query
Which suppliers have the most failed parts?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|failed_parts_list
What's the average price for electronic components?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Show parts with price increases|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_price_query
Find contracts with favorable payment terms|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_list
