user_input|corrected_input|query_type|action_type|display_entities|filter_entities|business_validation|enhanced_nlp_query_type|enhanced_nlp_action_type
I'm really worried about contract 123456, what's wrong with it?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
I'm frustrated with these failed parts for 123456, why did they fail?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
I'm excited to see the new contract 789012 details!|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
I'm confused about part AE12345, can you help?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
I'm concerned about the status of contract 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
What happened to contract 123456 yesterday?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Show me recent failed parts for contract 789012|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
What's the latest update on contract 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Give me today's status for part AE12345|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
What changed in contract 123456 this week?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Compare contract 123456 with contract 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
What's the difference between part AE12345 and BC67890?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Show me contracts similar to 123456|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Find parts like AE12345 but cheaper|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Which contract is better, 123456 or 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
If contract 123456 is active, show me its details|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Show part AE12345 only if it's available|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Display contract 789012 unless it's expired|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Get failed parts for 123456 if any exist|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Show customer info for 234567 when possible|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Cómo crear un contrato?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Dime cómo hacer un contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Pasos para crear contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Puedes mostrarme cómo hacer un contrato?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Cuál es el proceso para crear contratos?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Necesito ayuda creando un contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Explícame cómo crear un contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Instrucciones para hacer contratos|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Ayuda para crear contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Crear un contrato para mí|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Puedes crear contrato?|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Por favor haz un contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Generar un contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Necesito que crees un contrato|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Mostrar detalles del contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la fecha efectiva del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar información del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuándo expira el contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la fecha de expiración de 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Obtener información del contrato 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la fecha efectiva de 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar detalles del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la fecha efectiva de 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Obtener información del contrato 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
fecha efectiva para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar detalles de 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
cuándo termina 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
expiración de 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
información de 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
fecha efectiva de 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
detalles del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
fecha de expiración de 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
fecha de inicio de 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
fecha de comienzo de 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
quién es el cliente del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
nombre del cliente para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué cliente para contrato 345678?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar cliente para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
detalles del cliente para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
quién es el cliente para 678901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
obtener información del cliente para contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
número de cliente para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar número de cliente para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué número de cliente para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
términos de pago para contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
cuáles son los términos de pago para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar términos de pago para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
términos de pago para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué pago para contrato 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
incoterms para contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué incoterm para 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar incoterms para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
duración del contrato para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
cuál es la duración del contrato para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué tipo de contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
tipo de contrato para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar tipo de contrato para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué clase de contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
tipo de contrato 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
estado del contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué estado para 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
mostrar estado del contrato para 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
está activo 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
estado del contrato para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es el tiempo de entrega para la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar detalles de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el tiempo de entrega para la parte DE23456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar tiempo de entrega para FG78901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el tiempo de entrega para la parte HI34567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Obtener información de la parte JK89012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar información de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué detalles de la parte NO90123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Obtener datos de la parte PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar resumen de la parte RS12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar precio de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el costo de la parte DE23456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Obtener información de precio para FG78901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar precios para la parte HI34567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el precio de JK89012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Costo de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Detalles de precio para NO90123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar precio de la parte PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué precio para RS12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el MOQ para la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Mostrar pedido mínimo para BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es la cantidad mínima de pedido para DE23456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
MOQ para la parte FG78901|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Cantidad mínima de pedido para HI34567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué UOM para la parte JK89012?|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Mostrar unidad de medida para LM45678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
UOM para NO90123|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Unidad de medida para PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué unidad para la parte RS12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el estado de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar estado de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Estado para la parte DE23456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué estado FG78901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar estado de la parte HI34567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Está activa la parte JK89012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Estado de la parte LM45678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el estado de NO90123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar estado para PQ56789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Información de estado para RS12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar partes fallidas para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Qué parte falló para 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Listar partes fallidas para 345678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Mostrar parte fallida para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Qué partes fallaron en 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Obtener partes fallidas para 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar partes que fallan para 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Listar parte fallida para 890123|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Qué partes fallidas para 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar todas las partes fallidas para 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Por qué fallaron las partes para 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar razones de error para 234567|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Qué errores para partes fallidas 345678?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Por qué fallaron las partes en 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar razones de falla para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Qué causó que las partes fallaran para 678901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Detalles de error para partes fallidas 789012|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Por qué fallaron las partes en 890123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar información de error para 123456|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Qué errores causaron la falla para 234567?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Mostrar detalles del contrato y partes fallidas para 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la fecha efectiva y errores de partes para 234567?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Listar todas las partes e información del cliente para contrato 345678|null|CONTRACTS|error|[]|[]|{}|PARTS|parts_by_part_number
Mostrar información del contrato y parte fallida para 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Obtener nombre del cliente y errores de partes para 567890|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
háblame sobre el contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
necesito información sobre 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
puedes mostrarme 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué sabes sobre el contrato 456789|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
dame detalles para 567890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
quiero ver 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
por favor muestra 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
puedo obtener información sobre 890123|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
ayúdame con el contrato 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
necesito ayuda con 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
qué pasa con 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
cómo se ve 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
algo malo con 345678?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
está bien 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
problemas con 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
problemas con 678901?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
problemas con 789012?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
preocupaciones sobre 890123?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
estado de 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
actualización de 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar todos los contratos activos|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuál es el valor total de contratos expirados?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Mostrar los 10 mejores clientes por valor de contrato|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué partes tienen la tasa de falla más alta?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Cuáles son las razones de error más comunes?|null|CONTRACTS|error|[]|[]|{}|FAILED_PARTS|parts_failed_by_contract_number
Podrías por favor mostrarme los detalles del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Te importaría decirme el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Agradecería si pudieras proporcionar información del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Puedo por favor ver las partes fallidas del contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Sería posible obtener el nombre del cliente para el contrato 234567?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Oye, cuál es el problema con el contrato 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Entonces, háblame sobre la parte AE12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Bien, necesito saber sobre el contrato 789012|null|CONTRACTS|error|[]|[]|{}|HELP|HELP_CONTRACT_CREATE_BOT
Mira, puedes solo mostrarme las partes fallidas para 123456?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Escucha, cuál es el precio de la parte BC67890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué pasó con el contrato 123456 ayer?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar partes fallidas recientes para el contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuál es la última actualización del contrato 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Dame el estado de hoy para la parte AE12345|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Qué cambió en el contrato 123456 esta semana?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar detalles del contarto 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cual es el precio de la parte AE12345?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
Informacion del cliente para contrato 234567|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Partes fallidas para contarto 123456|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Estado del contrato 789012|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar terminos de pago para 345678|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Que tipo de contrato es 456789?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Cuando expira el contarto 567890?|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Mostrar cliente para contrato 678901|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_contractnumber
Informacion de la parte BC67890|null|CONTRACTS|error|[]|[]|{}|CONTRACTS|contracts_by_filter
